Accident_ID,FECHA,RANGO HORARIO,DIA SEMANA,DISTRITO,district_code,LUGAR 1,coordinate location,lugar1_code,LUGAR 2,lugar2_code,Nº,CPFA Hielo,CPFA Lluvia,CPFA Niebla,CPFA Seco,CPFA Nieve,CPSV Mojada,CPSV Aceite,CPSV Grava Suelta,CPSV Seca Y Limpia,Nº VICTIMAS *,TIPO ACCIDENTE,SKOS_TypeAccident,TIPO PERSONA,SEXO,LESIVIDAD,Tramo Edad
2017-10879,08/11/2017,15:00-15:59,MIERCOLES,Centro,https://www.wikidata.org/wiki/Q1763376,CALLE DE COLON ,,,calle de Génova,https://www.wikidata.org/wiki/Q24294474,0,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,45-49
2017-10641,08/11/2017,20:00-20:59,MIERCOLES,Retiro,https://www.wikidata.org/wiki/Q2002296,Calle de Alcalá,"40.4283,-3.66778",https://www.wikidata.org/wiki/Q2424746,"Calle de O'Donnell, Madrid",https://www.wikidata.org/wiki/Q5740859,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,40-44
2017-10671,08/11/2017,21:00-21:59,MIERCOLES,Fuencarral-El Pardo,https://www.wikidata.org/wiki/Q656196,paseo de la Castellana,"40.44388889,-3.69138889",https://www.wikidata.org/wiki/Q1473674,,,257,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-10662,10/11/2017,1:00-1:59,VIERNES,Centro,https://www.wikidata.org/wiki/Q1763376,rue Colegiata,"40.41327222,-3.707125",https://www.wikidata.org/wiki/Q24702367,,,2,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,40-44
2017-10781,12/11/2017,10:00-10:59,DOMINGO,Salamanca,https://www.wikidata.org/wiki/Q1773521,calle del Príncipe de Vergara,"40.438177777778,-3.6790472222222",https://www.wikidata.org/wiki/Q5741020,,,87,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,40-44
2017-10918,12/11/2017,14:00-14:59,DOMINGO,Centro,https://www.wikidata.org/wiki/Q1763376,Gran Vía,"40.42,-3.70361",https://www.wikidata.org/wiki/Q1324163,,,66,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,18-20
2017-10862,13/11/2017,15:00-15:59,LUNES,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,Calle de Alcalá,"40.4283,-3.66778",https://www.wikidata.org/wiki/Q2424746, CALLE DE FEDERICO GUTIERREZ,,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-10867,14/11/2017,19:00-19:59,MARTES,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,CALLE DE FRANCISCO LARGO CABALLERO ,,,avenida de la Institución Libre de Enseñanza,https://www.wikidata.org/wiki/Q5740959,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-10966,17/11/2017,13:00-13:59,VIERNES,Salamanca,https://www.wikidata.org/wiki/Q1773521,rue José Ortega y Gasset,"40.430122222222,-3.6801305555556",https://www.wikidata.org/wiki/Q16540548,,,5,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,MUJER,HL                                      ,25-29
2017-11146,17/11/2017,14:00-14:59,VIERNES,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,calle de Arturo Soria,"40.46258333,-3.66463889",https://www.wikidata.org/wiki/Q8255504, CALLE DEL MARQUES DE PICO VELASCO,,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,18-20
2017-10971,18/11/2017,4:00-4:59,SABADO,Retiro,https://www.wikidata.org/wiki/Q2002296,avenue Menéndez Pelayo,"40.415858333333,-3.6779583333333",https://www.wikidata.org/wiki/Q28936960,,,71,false,false,false,true,false,false,false,false,true,1,CHOQUE CON OBJETO FIJO,/kos/accidentes/choque-con-objeto-fijo,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-11031,18/11/2017,10:00-10:59,SABADO,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,avenida de la Institución Libre de Enseñanza,"40.428161111111,-3.6309805555556",https://www.wikidata.org/wiki/Q5740959, CALLE DEL SAUZAL,,0,false,false,false,true,false,false,false,false,true,1,ATROPELLO,/kos/accidentes/atropello,CONDUCTOR,HOMBRE,IL                                      ,50-54
2017-11011,18/11/2017,17:00-17:59,SABADO,Chamberí,https://www.wikidata.org/wiki/Q1763370,Calle de Bravo Murillo,"40.448311111111,-3.7035944444444",https://www.wikidata.org/wiki/Q5740815,rue José Abascal,https://www.wikidata.org/wiki/Q27310549,0,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,15-17
2017-11229,19/11/2017,20:00-20:59,DOMINGO,Centro,https://www.wikidata.org/wiki/Q1763376,Calle de Alcalá,"40.4283,-3.66778",https://www.wikidata.org/wiki/Q2424746,,,45,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-11116,21/11/2017,8:00-8:59,MARTES,Retiro,https://www.wikidata.org/wiki/Q2002296,Calle Comercio,,https://www.wikidata.org/wiki/Q56706411,,,6,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,10-14
2017-11341,22/11/2017,15:00-15:59,MIERCOLES,Centro,https://www.wikidata.org/wiki/Q1763376,,,,calle de Bailén,https://www.wikidata.org/wiki/Q5740811,0,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,MUJER,HL                                      ,60-64
2017-11192,23/11/2017,15:00-15:59,JUEVES,Moratalaz,https://www.wikidata.org/wiki/Q2076109,BARRIO DE PAVONES ,,,"Calle de la Fuente Carrantona, Madrid",https://www.wikidata.org/wiki/Q28936137,0,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,60-64
2017-11230,23/11/2017,20:00-20:59,JUEVES,Salamanca,https://www.wikidata.org/wiki/Q1773521,Conde de Peñalver Street,"40.429397222222,-3.6753277777778",https://www.wikidata.org/wiki/Q28054244,,,30,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,MUJER,HL                                      ,35-39
2017-11264,24/11/2017,20:00-20:59,VIERNES,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,calle de Romero Robledo,"40.431905,-3.720637",https://www.wikidata.org/wiki/Q27245488,,,3,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-11559,26/11/2017,5:00-5:59,DOMINGO,Centro,https://www.wikidata.org/wiki/Q1763376,Calle de Atocha,"40.413119444444,-3.7005888888889",https://www.wikidata.org/wiki/Q5492657,,,109,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-11362,27/11/2017,12:00-12:59,LUNES,Arganzuela,https://www.wikidata.org/wiki/Q2000929,boulevard Delicias,"40.399166666667,-3.6941388888889",https://www.wikidata.org/wiki/Q6065662,,,41,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-11399,28/11/2017,8:00-8:59,MARTES,Chamberí,https://www.wikidata.org/wiki/Q1763370,Calle de Bravo Murillo,"40.448311111111,-3.7035944444444",https://www.wikidata.org/wiki/Q5740815,,,53,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,30-34
2017-11486,29/11/2017,13:00-13:59,MIERCOLES,Arganzuela,https://www.wikidata.org/wiki/Q2000929,GLORIETA DE SANTA MARIA DE LA CABEZA ,,,Paseo de Santa María de la Cabeza,https://www.wikidata.org/wiki/Q6065630,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-11728,29/11/2017,16:00-16:59,MIERCOLES,Tetuán,https://www.wikidata.org/wiki/Q1773540,Calle de Bravo Murillo,"40.448311111111,-3.7035944444444",https://www.wikidata.org/wiki/Q5740815,"Calle de Lope de Haro, Madrid",https://www.wikidata.org/wiki/Q28039019,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-11529,29/11/2017,20:00-20:59,MIERCOLES,Centro,https://www.wikidata.org/wiki/Q1763376,GLORIETA DE PUERTA DE TOLEDO ,,,Ronda de Segovia,https://www.wikidata.org/wiki/Q27955399,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,30-34
2017-11529,29/11/2017,20:00-20:59,MIERCOLES,Centro,https://www.wikidata.org/wiki/Q1763376,GLORIETA DE PUERTA DE TOLEDO ,,,Ronda de Segovia,https://www.wikidata.org/wiki/Q27955399,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,NO ASIGNADO,NO ASIGNADA,0-0
2017-11987,01/12/2017,16:00-16:59,VIERNES,Centro,https://www.wikidata.org/wiki/Q1763376,calle de Recoletos,"40.421829,-3.689973",https://www.wikidata.org/wiki/Q52664831, PLAZA DE CIBELES,,0,false,false,false,true,false,false,false,false,true,2,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,IL                                      ,21-24
2017-11800,05/12/2017,22:00-22:59,MARTES,Chamartín,https://www.wikidata.org/wiki/Q1766348,"Paseo de La Habana, Madrid","40.457327777778,-3.6812527777778",https://www.wikidata.org/wiki/Q28059068, PLAZA DE LOS SAGRADOS CORAZONES,,0,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-11830,07/12/2017,21:00-21:59,JUEVES,Centro,https://www.wikidata.org/wiki/Q1763376,San Bernardo street,"40.425722222222,-3.7072194444444",https://www.wikidata.org/wiki/Q5740864,calle de Santa Cruz de Marcenado,https://www.wikidata.org/wiki/Q54801433,0,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-11890,08/12/2017,12:00-12:59,VIERNES,Carabanchel,https://www.wikidata.org/wiki/Q1001991,avenida de los Poblados,"40.373716666667,-3.7338972222222",https://www.wikidata.org/wiki/Q26795575,rue Vía Lusitana,https://www.wikidata.org/wiki/Q30475525,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,55-59
2017-11870,10/12/2017,14:00-14:59,DOMINGO,Centro,https://www.wikidata.org/wiki/Q1763376,rue Gravina,"40.422847222222,-3.6971388888889",https://www.wikidata.org/wiki/Q26248347,,,11,false,false,false,true,false,false,false,false,true,2,ATROPELLO,/kos/accidentes/atropello,CONDUCTOR,HOMBRE,HG                                      ,25-29
2017-12183,10/12/2017,18:00-18:59,DOMINGO,Usera,https://www.wikidata.org/wiki/Q953368,rue Antonio López,"40.383119444444,-3.6957833333333",https://www.wikidata.org/wiki/Q42238475, CALLE DE SAN ZACARIAS,,0,false,true,false,false,false,true,false,false,false,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-12055,12/12/2017,16:00-16:59,MARTES,Centro,https://www.wikidata.org/wiki/Q1763376,calle de Argumosa,"40.408075,-3.6985416666667",https://www.wikidata.org/wiki/Q5740806,Ronda de Atocha,https://www.wikidata.org/wiki/Q26831149,0,false,false,false,true,false,false,false,false,true,2,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-12099,14/12/2017,8:00-8:59,JUEVES,Centro,https://www.wikidata.org/wiki/Q1763376,Calle de Alcalá,"40.4283,-3.66778",https://www.wikidata.org/wiki/Q2424746,,,11,false,true,false,false,false,true,false,false,false,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HG                                      ,60-64
2017-12117,14/12/2017,21:00-21:59,JUEVES,Centro,https://www.wikidata.org/wiki/Q1763376,Calle de los Cuchilleros,"40.414105555556,-3.7081027777778",https://www.wikidata.org/wiki/Q29005894, PLAZA DE PUERTA CERRADA,,0,false,false,false,true,false,false,false,false,true,1,ATROPELLO,/kos/accidentes/atropello,CONDUCTOR,NO ASIGNADO,NO ASIGNADA,0-0
2017-12226,18/12/2017,13:00-13:59,LUNES,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,calle de Quintana,"40.427913888889,-3.7172972222222",https://www.wikidata.org/wiki/Q28016208,,,1,false,false,false,true,false,false,false,false,true,1,ATROPELLO,/kos/accidentes/atropello,CONDUCTOR,HOMBRE,IL                                      ,21-24
2017-12293,19/12/2017,14:00-14:59,MARTES,Retiro,https://www.wikidata.org/wiki/Q2002296,calle de Cavanilles,"40.404997222222,-3.673825",https://www.wikidata.org/wiki/Q29051443,,,36,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HG                                      ,18-20
2017-12603,19/12/2017,15:00-15:59,MARTES,Tetuán,https://www.wikidata.org/wiki/Q1773540,avenida de Pablo Iglesias,"40.452277777778,-3.7117166666667",https://www.wikidata.org/wiki/Q28045035, CALLE DE MOGUER,,0,false,false,false,true,false,false,false,false,true,2,ATROPELLO,/kos/accidentes/atropello,CONDUCTOR,NO ASIGNADO,NO ASIGNADA,0-0
2017-12285,20/12/2017,00:00-00:59,MIERCOLES,Centro,https://www.wikidata.org/wiki/Q1763376,calle de Segovia,"40.413922222222,-3.7172805555556",https://www.wikidata.org/wiki/Q8255505,Ronda de Segovia,https://www.wikidata.org/wiki/Q27955399,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-12349,20/12/2017,9:00-9:59,MIERCOLES,Salamanca,https://www.wikidata.org/wiki/Q1773521,Calle de Alcalá,"40.4283,-3.66778",https://www.wikidata.org/wiki/Q2424746,,,105,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-12381,20/12/2017,19:00-19:59,MIERCOLES,Chamberí,https://www.wikidata.org/wiki/Q1763370,calle de Zurbano,"40.433961111111,-3.6932444444444",https://www.wikidata.org/wiki/Q27043742,boulevard Eduardo Dato,https://www.wikidata.org/wiki/Q20890584,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,40-44
2017-12432,21/12/2017,19:00-19:59,JUEVES,Centro,https://www.wikidata.org/wiki/Q1763376,calle de San Justo,"40.414033333333,-3.7093194444444",https://www.wikidata.org/wiki/Q32458483,calle de Segovia,https://www.wikidata.org/wiki/Q8255505,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-12497,21/12/2017,22:00-22:59,JUEVES,Tetuán,https://www.wikidata.org/wiki/Q1773540,Calle de Bravo Murillo,"40.448311111111,-3.7035944444444",https://www.wikidata.org/wiki/Q5740815,,,223,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-12501,23/12/2017,17:00-17:59,SABADO,Carabanchel,https://www.wikidata.org/wiki/Q1001991,CALLE DE CLARA CAMPOAMOR ,,,Calle General Ricardos,https://www.wikidata.org/wiki/Q5740542,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HG                                      ,40-44
2017-12484,23/12/2017,19:00-19:59,SABADO,Centro,https://www.wikidata.org/wiki/Q1763376,Gran Vía,"40.42,-3.70361",https://www.wikidata.org/wiki/Q1324163,,,65,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-12591,26/12/2017,18:00-18:59,MARTES,Retiro,https://www.wikidata.org/wiki/Q2002296,avenue Menéndez Pelayo,"40.415858333333,-3.6779583333333",https://www.wikidata.org/wiki/Q28936960, CALLE DEL DOCE DE OCTUBRE,,0,false,true,false,false,false,true,false,false,false,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,30-34
2017-12577,27/12/2017,00:00-00:59,MIERCOLES,Chamberí,https://www.wikidata.org/wiki/Q1763370,calle de Fuencarral,"40.424791666667,-3.7007611111111",https://www.wikidata.org/wiki/Q5740840,,,111,false,true,false,false,false,true,false,false,false,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,25-29
2018-141,30/12/2017,11:00-11:59,SABADO,Centro,https://www.wikidata.org/wiki/Q1763376,calle de la Madera,"40.423669444444,-3.7041722222222",https://www.wikidata.org/wiki/Q5740925,,,51,false,false,false,true,false,true,false,false,false,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,50-54
2018-19,31/12/2017,21:00-21:59,DOMINGO,Chamberí,https://www.wikidata.org/wiki/Q1763370,boulevard Eduardo Dato,"40.432958333333,-3.69235",https://www.wikidata.org/wiki/Q20890584,,,2,false,true,false,false,false,true,false,false,false,1,COLISIÓN MÚLTIPLE,/kos/accidentes/colisión-múltiple,CONDUCTOR,HOMBRE,HL                                      ,21-24
2018-25,01/01/2018,13:00-13:59,LUNES,Arganzuela,https://www.wikidata.org/wiki/Q2000929,CALLE DE ANCORA ,,,boulevard Delicias,https://www.wikidata.org/wiki/Q6065662,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,30-34
2018-76,01/01/2018,15:00-15:59,LUNES,Centro,https://www.wikidata.org/wiki/Q1763376,Calle de Alcalá,"40.4283,-3.66778",https://www.wikidata.org/wiki/Q2424746,,,44,false,false,false,true,false,false,false,false,true,2,ATROPELLO,/kos/accidentes/atropello,CONDUCTOR,HOMBRE,HL                                      ,25-29
2018-30,02/01/2018,12:00-12:59,MARTES,Salamanca,https://www.wikidata.org/wiki/Q1773521,Serrano Street,"40.435216666667,-3.6865138888889",https://www.wikidata.org/wiki/Q5740879, CALLE DEL CONDE DE ARANDA,,0,false,false,false,true,false,false,false,false,true,2,ATROPELLO,/kos/accidentes/atropello,CONDUCTOR,HOMBRE,HL                                      ,40-44
2018-115,03/01/2018,22:00-22:59,MIERCOLES,Latina,https://www.wikidata.org/wiki/Q794954,calle de Segovia,"40.413922222222,-3.7172805555556",https://www.wikidata.org/wiki/Q8255505,Paseo de Extremadura,https://www.wikidata.org/wiki/Q6065619,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,18-20
2018-128,04/01/2018,9:00-9:59,JUEVES,San Blas,https://www.wikidata.org/wiki/Q2001937,AVENIDA DE CANILLEJAS A VICALVARO ,,,avenida de la Institución Libre de Enseñanza,https://www.wikidata.org/wiki/Q5740959,0,false,false,true,false,false,true,false,false,false,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,45-49
2018-570,11/01/2018,14:00-14:59,JUEVES,Centro,https://www.wikidata.org/wiki/Q1763376,Ronda de Atocha,"40.406652777778,-3.6967277777778",https://www.wikidata.org/wiki/Q26831149,,,2,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,25-29
2018-570,11/01/2018,14:00-14:59,JUEVES,Centro,https://www.wikidata.org/wiki/Q1763376,Ronda de Atocha,"40.406652777778,-3.6967277777778",https://www.wikidata.org/wiki/Q26831149,,,2,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,TESTIGO,HOMBRE,IL                                      ,45-49
2018-418,11/01/2018,20:00-20:59,JUEVES,Retiro,https://www.wikidata.org/wiki/Q2002296,Calle de Alcalá,"40.4283,-3.66778",https://www.wikidata.org/wiki/Q2424746,calle de Velázquez,https://www.wikidata.org/wiki/Q20031523,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HG                                      ,40-44
2018-594,13/01/2018,1:00-1:59,SABADO,Salamanca,https://www.wikidata.org/wiki/Q1773521,rue Goya,"40.424969444444,-3.6793916666667",https://www.wikidata.org/wiki/Q28015873,,,66,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,40-44
2018-564,15/01/2018,9:00-9:59,LUNES,Salamanca,https://www.wikidata.org/wiki/Q1773521,rue Goya,"40.424969444444,-3.6793916666667",https://www.wikidata.org/wiki/Q28015873,,,5,false,false,false,true,false,false,false,false,false,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,35-39
2018-684,15/01/2018,16:00-16:59,LUNES,Tetuán,https://www.wikidata.org/wiki/Q1773540,"Calle de Infanta Mercedes, Madrid","40.4584,-3.6973111111111",https://www.wikidata.org/wiki/Q27044192,улица Сор-Анхела-де-ла-Крус,https://www.wikidata.org/wiki/Q21011321,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,40-44
2018-686,16/01/2018,16:00-16:59,MARTES,Centro,https://www.wikidata.org/wiki/Q1763376,Strato Sevilo,"40.417238888889,-3.6999888888889",https://www.wikidata.org/wiki/Q20908843,,,6,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,21-24
2018-607,17/01/2018,1:00-1:59,MIERCOLES,Chamberí,https://www.wikidata.org/wiki/Q1763370,calle de Génova,"40.426488888889,-3.6933805555556",https://www.wikidata.org/wiki/Q24294474,,,23,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,30-34
2018-735,18/01/2018,21:00-21:59,JUEVES,Chamberí,https://www.wikidata.org/wiki/Q1763370,calle de Génova,"40.426488888889,-3.6933805555556",https://www.wikidata.org/wiki/Q24294474,,,7,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,25-29
2018-773,19/01/2018,16:00-16:59,VIERNES,Centro,https://www.wikidata.org/wiki/Q1763376,rue Carranza,"40.429305555556,-3.7041388888889",https://www.wikidata.org/wiki/Q27941430,,,7,false,false,false,true,false,false,false,false,true,2,COLISIÓN MÚLTIPLE,/kos/accidentes/colisión-múltiple,CONDUCTOR,HOMBRE,HL                                      ,25-29
2018-805,20/01/2018,17:00-17:59,SABADO,Hortaleza,https://www.wikidata.org/wiki/Q1928529,"Calle de Francisco Umbral, Madrid","40.477002777778,-3.6257416666667",https://www.wikidata.org/wiki/Q29353398, GLORIETA DE ISIDRO GONZALEZ VELAZQUEZ,,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,30-34
2018-928,22/01/2018,13:00-13:59,LUNES,Tetuán,https://www.wikidata.org/wiki/Q1773540,"Calle de Infanta Mercedes, Madrid","40.4584,-3.6973111111111",https://www.wikidata.org/wiki/Q27044192,,,38,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,40-44
2018-987,24/01/2018,9:00-9:59,MIERCOLES,Chamberí,https://www.wikidata.org/wiki/Q1763370,rue de Santa Engracia,"40.437438888889,-3.6998166666667",https://www.wikidata.org/wiki/Q26728109,,,97,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,30-34
2018-967,24/01/2018,20:00-20:59,MIERCOLES,Chamberí,https://www.wikidata.org/wiki/Q1763370,rue de Santa Engracia,"40.437438888889,-3.6998166666667",https://www.wikidata.org/wiki/Q26728109,,,33,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,40-44
2018-1088,27/01/2018,9:00-9:59,SABADO,Usera,https://www.wikidata.org/wiki/Q953368,avenida de los Poblados,"40.373716666667,-3.7338972222222",https://www.wikidata.org/wiki/Q26795575, CAMINO,,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,55-59
2018-1230,27/01/2018,13:00-13:59,SABADO,Tetuán,https://www.wikidata.org/wiki/Q1773540,calle del Aviador Zorita,"40.449655555556,-3.6983277777778",https://www.wikidata.org/wiki/Q28045099,,,17,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,25-29
2018-1277,27/01/2018,19:00-19:59,SABADO,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,"Calle de José del Hierro, Madrid","40.436744444444,-3.6491805555556",https://www.wikidata.org/wiki/Q29910699,,,3,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,40-44
2018-1100,28/01/2018,12:00-12:59,DOMINGO,San Blas,https://www.wikidata.org/wiki/Q2001937,calle de Sofía,"40.424030555556,-3.600375",https://www.wikidata.org/wiki/Q28972115,,,7,false,false,false,true,false,false,false,true,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,50-54
